,Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,ScreenSize
456,Dell,Notebook,8,4.42,11.59920297,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,562.8236816
457,Microsoft,Ultrabook,4,1.252,10.87225536,1,0,200.8425599,Other Intel Processor,0,128,Intel,Windows,251.454885
458,Microsoft,Ultrabook,8,1.25,11.47054726,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows,251.0531999
459,HP,Notebook,8,2.5,10.43687294,0,0,106.1130621,Intel Core i3,0,256,Intel,Windows,265.2826554
460,Acer,Notebook,4,2.23,10.27451027,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,314.9027557
461,Acer,Netbook,4,1.4,10.05090706,0,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,189.1318957
462,Asus,Notebook,8,2.37,10.59430001,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,334.6724355
463,Lenovo,Notebook,8,1.5,10.65892197,0,1,157.3505121,Intel Core i7,0,512,AMD,Others,236.0257682
464,Lenovo,Notebook,8,2.67,11.62048037,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,377.0360349
465,Asus,Notebook,4,2,9.692588728,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,200.9093397
466,Acer,Notebook,4,2.2,10.12616379,0,0,100.4546699,Intel Core i3,500,0,Nvidia,Windows,221.0002737
467,Dell,Notebook,8,2.02,10.6075628,0,0,141.2119981,Intel Core i5,2000,0,AMD,Windows,285.2482361
468,HP,Gaming,12,3.78,11.41335615,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,481.3288499
469,Lenovo,Ultrabook,12,1.4,11.50281695,0,1,209.8006829,Intel Core i7,0,256,Intel,Windows,293.720956
470,HP,2 in 1 Convertible,8,1.29,11.57596336,1,1,331.2642361,Intel Core i7,0,512,Intel,Windows,427.3308646
471,HP,Notebook,8,1.9,11.02655047,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,268.3027964
472,Google,Ultrabook,8,1.1,11.12626248,1,0,234.5074,Intel Core i5,0,128,Intel,Others,257.95814
473,Dell,Ultrabook,8,1.42,11.49408681,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,235.1976076
474,Asus,Notebook,12,2.06,11.14491104,0,1,282.4239962,Intel Core i7,1000,128,Intel,Windows,581.7934321
475,Dell,Notebook,8,1.79,10.58221121,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,200.3640144
476,Dell,Workstation,8,1.78,11.76211283,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,251.3573566
477,Lenovo,Notebook,8,1.7,11.19373786,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows,267.4958707
478,Dell,Notebook,8,2.2,10.49027372,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,310.6663958
479,Toshiba,Notebook,8,1.05,11.39733682,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,173.913724
480,Dell,Notebook,8,2.16,11.11601407,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,305.0179159
481,Dell,Notebook,4,2.18,10.34990418,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,218.9911803
482,HP,Notebook,4,1.49,10.56311104,0,1,165.6321181,Intel Core i5,0,128,Intel,Windows,246.7918559
483,Chuwi,Notebook,4,1.89,9.492612236,0,0,141.2119981,Other Intel Processor,0,0,Intel,Windows,266.8906764
484,Lenovo,Notebook,4,2.3,10.31238676,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,231.0457407
485,Lenovo,Notebook,8,1.75,10.93115363,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,275.3633963
486,Dell,Workstation,16,2.17,11.73261217,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,306.4300358
487,Dell,Notebook,16,2.06,11.52464374,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,290.896716
488,Lenovo,Ultrabook,16,1.36,11.46999124,0,1,176.2325736,Intel Core i7,0,512,Intel,Windows,239.6763001
489,Asus,Ultrabook,16,0.91,11.55114568,0,0,176.2325736,Intel Core i7,0,512,Intel,Windows,160.371642
490,Lenovo,Notebook,8,2.3,10.89523499,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,324.7875956
491,Toshiba,Ultrabook,32,1.05,11.91257852,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,173.913724
492,Asus,Gaming,8,1.99,11.1834209,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,281.0118762
493,Acer,Notebook,8,2.2,10.3368635,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,221.0002737
494,Asus,Gaming,24,4.33,11.12154549,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,551.3634709
495,Lenovo,Ultrabook,8,1.3,10.97771698,0,1,125.367428,Intel Core i5,0,180,Intel,Windows,162.9776564
496,Lenovo,Notebook,8,2.17,10.77673282,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,306.4300358
497,HP,Notebook,8,1.48,11.4423605,0,0,157.3505121,Intel Core i7,0,1000,Intel,Windows,232.878758
498,Lenovo,Notebook,8,1.4,10.83096982,0,1,165.6321181,Intel Core i3,0,256,Intel,Windows,231.8849653
499,Lenovo,Notebook,8,2.3,10.79010392,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,324.7875956
500,Asus,Netbook,4,1.2,9.804506644,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,162.1130534
501,HP,Notebook,8,1.91,10.40365014,0,0,100.4546699,Intel Core i5,0,256,AMD,Windows,191.8684194
502,Lenovo,2 in 1 Convertible,8,1.4,11.35269474,1,1,158.4825302,Intel Core i5,0,256,Intel,Windows,221.8755423
503,Lenovo,Notebook,4,2.1,9.6760046,0,0,111.9352036,Other Intel Processor,500,0,Intel,Windows,235.0639275
504,Lenovo,Netbook,4,1.25,9.555290852,0,0,135.0942112,Other Intel Processor,0,16,Intel,Others,168.867764
505,Lenovo,Notebook,8,1.44,10.83096982,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,238.51025
506,Asus,Notebook,8,2,11.08544049,0,0,141.2119981,Intel Core i7,1000,256,Intel,Windows,282.4239962
507,Acer,Notebook,4,2.2,10.39392596,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,310.6663958
508,HP,Ultrabook,8,1.34,11.16321819,0,1,165.6321181,Intel Core i7,0,512,Intel,Windows,221.9470382
509,Lenovo,Gaming,8,2.4,11.0222083,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Others,338.9087954
510,Dell,Ultrabook,8,1.29,10.77684406,1,1,165.6321181,Intel Core i5,0,128,Intel,Windows,213.6654323
511,Acer,Notebook,4,2.2,10.43546548,0,0,141.2119981,Intel Core i7,500,0,Nvidia,Windows,310.6663958
512,Dell,Notebook,8,2.18,10.70418964,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,307.8421558
513,Dell,Notebook,16,2.2,11.08154402,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,310.6663958
514,Xiaomi,Notebook,16,1.95,11.21975283,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Others,275.3633963
515,Asus,Netbook,2,1.1,9.476819237,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,148.6036323
516,HP,Notebook,4,2.04,10.23221277,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,204.9275265
517,Asus,Gaming,24,2.24,11.97120463,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,316.3148757
518,HP,Notebook,8,2.04,10.76565826,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,288.0724761
519,Asus,Gaming,16,3,11.29144453,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,382.0070237
520,Lenovo,Gaming,8,3.2,11.219074,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,451.8783939
521,HP,Ultrabook,8,1.32,11.219074,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,218.6343958
522,Dell,Notebook,8,1.64,11.12996542,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,258.0548399
523,HP,Notebook,4,1.63,10.5108023,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,163.7411119
524,Dell,Notebook,8,2.8,10.76565826,0,1,127.3356746,Intel Core i5,1000,128,AMD,Others,356.5398888
525,Lenovo,Notebook,8,2.02,11.17598592,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,317.8480345
526,Lenovo,Notebook,4,2.2,10.65892197,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,310.6663958
527,Lenovo,Notebook,8,2.2,10.10461124,0,0,100.4546699,Intel Core i3,2000,0,Nvidia,Others,221.0002737
528,Dell,Notebook,4,2.3,10.34717287,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,324.7875956
529,Dell,Notebook,8,1.9,11.20322352,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,268.3027964
530,Dell,Gaming,16,4.42,11.98617623,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,562.8236816
531,Toshiba,Notebook,8,2,10.73249342,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,282.4239962
532,Asus,Notebook,8,2,11.14491104,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,Windows,564.8479923
533,Mediacom,Notebook,4,1.2,9.88635767,0,1,165.6321181,Other Intel Processor,0,32,Intel,Windows,198.7585417
534,Asus,Gaming,8,2.3,11.38348535,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,324.7875956
535,Dell,Notebook,8,1.93,11.19739685,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,272.5391563
536,Dell,Notebook,8,2.2,10.65693,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,310.6663958
537,HP,Notebook,4,1.86,9.96449738,0,0,141.2119981,Other Intel Processor,0,256,Intel,Windows,262.6543164
538,HP,Gaming,12,2.62,11.47054726,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,333.6194674
539,Lenovo,Notebook,8,1.87,10.73132995,0,1,157.3505121,Intel Core i7,0,256,Nvidia,Windows,294.2454577
540,Dell,Ultrabook,8,1.2,11.219074,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,331.2642361
541,Dell,Notebook,4,1.6,10.5766145,0,0,157.3505121,Intel Core i3,0,128,Intel,Windows,251.7608194
542,HP,Ultrabook,8,1.34,11.01872094,0,1,276.0535301,Intel Core i7,0,256,Intel,Windows,369.9117303
543,Acer,Gaming,8,2.4,10.65766962,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,338.9087954
544,Asus,Notebook,4,2,9.830632948,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,200.9093397
545,HP,Notebook,4,2.1,10.5344678,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,296.545196
546,Lenovo,Notebook,4,1.87,10.64124474,0,0,157.3505121,Intel Core i5,500,0,Intel,Windows,294.2454577
547,Lenovo,Notebook,4,2.15,10.11188321,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,303.6057959
548,HP,Notebook,4,1.86,9.959497307,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,262.6543164
549,Lenovo,Notebook,8,1.99,11.43085951,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,281.0118762
550,Lenovo,Notebook,4,2.2,10.18816712,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,310.6663958
551,Dell,Notebook,8,1.9,10.99395387,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,268.3027964
552,Dell,Gaming,16,4.42,11.87619764,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,562.8236816
553,HP,Notebook,8,2.65,10.27478597,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,281.1996147
554,HP,Notebook,8,2.63,11.13017638,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,334.8928241
555,Asus,Notebook,4,2,9.387207078,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,200.9093397
556,Mediacom,Notebook,4,1.35,9.516824571,0,1,165.6321181,Other Intel Processor,0,0,Intel,Windows,223.6033594
557,Lenovo,Notebook,6,2.8,10.83096982,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows,297.116574
558,HP,Notebook,6,1.91,10.3192657,0,1,141.2119981,AMD Processor,0,128,AMD,Windows,269.7149163
559,Dell,Notebook,4,2.18,10.40188766,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows,218.9911803
560,Acer,2 in 1 Convertible,4,1.25,9.830632948,1,1,189.9057905,Other Intel Processor,0,0,Intel,Windows,237.3822382
561,Lenovo,Notebook,4,2.05,10.42128085,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,289.4845961
562,HP,Ultrabook,16,1.16,11.55880855,1,1,276.0535301,Other Intel Processor,0,512,Intel,Windows,320.2220949
563,Lenovo,Notebook,8,3.4,11.9815952,0,1,127.3356746,Intel Core i7,0,256,Nvidia,Windows,432.9412935
564,Asus,Notebook,8,2.5,10.70777173,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,353.0299952
565,Dell,Ultrabook,8,1.21,11.35269474,1,1,331.2642361,Intel Core i5,0,128,Intel,Windows,400.8297257
566,Dell,Notebook,4,1.93,10.8414521,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,193.8775128
567,Fujitsu,Notebook,8,2.2,10.58085895,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,221.0002737
568,Lenovo,Notebook,4,2.2,9.816202684,0,0,141.2119981,Other Intel Processor,500,0,Intel,Windows,310.6663958
569,Lenovo,Notebook,4,2.02,10.87326597,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,226.1091112
570,HP,Workstation,8,3.14,11.50442491,0,0,106.1130621,Intel Core i5,500,0,Nvidia,Windows,333.1950151
571,HP,Notebook,8,1.94,9.93914037,0,0,111.9352036,Other Intel Processor,2000,0,Intel,Windows,217.1542949
572,HP,Notebook,6,1.95,10.45099374,0,1,141.2119981,AMD Processor,0,256,AMD,Windows,275.3633963
573,Lenovo,Notebook,8,2.3,10.69698673,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,324.7875956
574,Lenovo,Notebook,4,2.05,10.50497986,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,289.4845961
575,Mediacom,Notebook,4,1.4,9.493013923,0,0,157.3505121,Other Intel Processor,0,32,Intel,Windows,220.290717
576,Toshiba,Ultrabook,16,1.24,11.50657736,1,0,157.3505121,Intel Core i7,0,512,Intel,Windows,195.1146351
577,Lenovo,Gaming,32,4.6,11.86276961,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,585.744103
578,MSI,Gaming,16,4.14,11.88725155,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,527.1696927
579,Dell,Notebook,8,2.2,10.59431336,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,310.6663958
580,Mediacom,Notebook,4,1.45,9.93914037,0,1,157.3505121,Other Intel Processor,0,32,Intel,Windows,228.1582426
581,Dell,Notebook,8,1.9,10.89180021,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,190.8638727
582,HP,Notebook,4,1.49,10.55342238,0,0,165.6321181,Intel Core i3,0,128,Intel,Windows,246.7918559
583,Dell,Notebook,16,1.93,11.31340248,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,272.5391563
584,Dell,Netbook,4,1.26,9.662536383,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,170.2187061
585,MSI,Gaming,16,4.5,11.73730601,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,573.0105356
586,HP,Gaming,16,3.78,11.28744719,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,481.3288499
587,Lenovo,Ultrabook,12,1.4,11.39793473,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,220.290717
588,Lenovo,Notebook,12,2.2,10.38737929,1,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,221.0002737
589,Asus,Gaming,8,2.73,11.45429585,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,347.6263916
590,Asus,2 in 1 Convertible,8,2.2,10.58085895,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,221.0002737
591,Lenovo,Notebook,12,2.2,10.83096982,0,0,141.2119981,AMD Processor,0,512,AMD,Windows,310.6663958
592,Dell,2 in 1 Convertible,4,1.39,10.37747822,1,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,187.7809536
593,Samsung,Notebook,16,2.5,11.41335615,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,353.0299952
594,Lenovo,Notebook,4,2.8,10.24654946,0,0,127.3356746,Intel Core i3,500,0,Intel,Others,356.5398888
595,Lenovo,Notebook,8,2.29,10.10461124,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,230.041194
596,Lenovo,2 in 1 Convertible,8,1.37,11.58888601,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows,226.9160017
597,Lenovo,Notebook,8,1.7,11.2712961,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,267.4958707
598,Dell,2 in 1 Convertible,8,1.34,11.39613993,1,0,176.2325736,Intel Core i5,0,256,Intel,Windows,236.1516486
599,Dell,Workstation,8,2.06,11.45033321,1,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,290.896716
600,HP,Notebook,8,1.84,11.08134716,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,259.8300765
601,HP,Notebook,4,2.1,10.4805675,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,210.9548067
602,Acer,Notebook,4,1.6,9.771618777,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,251.7608194
603,MSI,Gaming,16,4.14,11.67131902,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,527.1696927
604,Dell,Notebook,4,2.18,10.11759843,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others,218.9911803
605,MSI,Gaming,16,1.8,11.71579055,0,0,282.4239962,Intel Core i7,2000,256,Nvidia,Windows,508.3631931
606,Toshiba,Notebook,8,2.2,11.219074,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,310.6663958
607,Lenovo,Notebook,6,2.4,10.31061528,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,338.9087954
608,Lenovo,2 in 1 Convertible,8,2,11.14491104,1,1,141.2119981,Intel Core i7,0,256,Intel,Windows,282.4239962
609,Acer,Notebook,4,1.6,9.830632948,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,179.0963257
610,Lenovo,Notebook,32,2.5,12.47234741,0,1,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows,706.0599904
611,Dell,Gaming,16,2.59,10.7543573,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,365.739075
612,Dell,Notebook,4,2.18,10.07116034,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,218.9911803
613,Dell,Notebook,4,2.25,9.858883415,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,226.0230072
614,Dell,Notebook,4,1.93,10.74290415,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,193.8775128
615,Asus,Gaming,8,3,11.03860919,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,382.0070237
616,Dell,Notebook,4,2.18,10.31944146,0,0,141.2119981,Intel Core i5,0,128,AMD,Others,307.8421558
617,HP,Ultrabook,8,1.84,11.21190037,0,0,141.2119981,Intel Core i7,0,512,Intel,Windows,259.8300765
618,MSI,Gaming,16,2.94,11.70215296,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,415.1632744
619,Acer,2 in 1 Convertible,4,1.25,9.913097231,1,1,135.0942112,Other Intel Processor,0,0,Intel,Others,168.867764
620,HP,Notebook,8,2.31,11.00021006,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows,258.5703202
621,Lenovo,Notebook,8,1.65,11.26517155,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,259.628345
622,Dell,Notebook,4,2.2,10.62971355,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,310.6663958
623,Fujitsu,Notebook,8,2.2,10.65892197,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,221.0002737
624,HP,Notebook,4,1.88,10.81289384,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,188.8547793
625,Lenovo,Notebook,8,2.2,10.77684406,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,310.6663958
626,Mediacom,Notebook,2,1.4,9.452024578,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,220.290717
627,Lenovo,Notebook,4,2.2,10.12402932,0,0,141.2119981,Intel Core i5,0,128,Intel,Others,310.6663958
628,Asus,2 in 1 Convertible,6,1.5,10.43548113,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows,248.4481771
629,Dell,Notebook,8,2,11.48215281,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,282.4239962
630,Asus,Ultrabook,16,1.1,11.52517019,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,173.0855634
631,Dell,Gaming,16,2.62,11.27468249,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,369.975435
632,Lenovo,Notebook,4,1.8,10.69578118,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,254.1815965
633,Lenovo,Notebook,4,2.2,10.3368635,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,310.6663958
634,Asus,Notebook,8,2,9.964522443,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,200.9093397
635,Asus,Notebook,8,1.99,10.78528442,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,281.0118762
636,Dell,Ultrabook,8,1.23,11.50871983,1,0,276.0535301,Intel Core i5,0,256,Intel,Windows,339.545842
637,Lenovo,Notebook,2,1.42,9.493013923,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,158.9479891
638,Lenovo,2 in 1 Convertible,8,1.37,11.44716313,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,226.9160017
639,Dell,Notebook,16,2.06,11.75836829,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,581.7934321
640,Lenovo,Gaming,8,2.5,10.98677501,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,353.0299952
641,HP,Notebook,8,2.6,10.23111911,0,0,107.9856456,AMD Processor,1000,0,AMD,Windows,280.7626785
642,Lenovo,Ultrabook,16,1.14,11.77940433,0,1,157.3505121,Intel Core i7,0,512,Intel,Windows,179.3795838
643,Asus,Gaming,8,2.5,11.03946499,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Others,353.0299952
644,Acer,Notebook,4,2.4,10.08480861,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,241.0912077
645,Lenovo,Notebook,4,1.43,9.588689133,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,160.0673411
646,Acer,Ultrabook,8,1.8,10.79884715,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,283.2309219
647,Razer,Gaming,16,1.95,11.83844306,0,0,157.3505121,Intel Core i7,0,256,Nvidia,Windows,306.8334987
648,Toshiba,Notebook,8,1.2,11.07641294,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,198.7585417
649,Lenovo,Ultrabook,8,1.36,11.3432696,0,1,176.2325736,Intel Core i7,0,256,Intel,Windows,239.6763001
650,Asus,Gaming,32,3.8,11.91257852,0,1,127.3356746,Intel Core i7,0,512,Nvidia,Windows,483.8755634
651,Acer,Gaming,8,2.4,10.53941655,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,338.9087954
652,Dell,Ultrabook,8,1.2,11.25481089,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,198.7585417
653,MSI,Gaming,8,2.2,11.05878107,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,310.6663958
654,HP,Notebook,4,1.86,9.87518437,0,0,100.4546699,Intel Core i3,500,0,Intel,Others,186.8456859
655,Toshiba,Notebook,8,2,10.9453517,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,282.4239962
656,Dell,Notebook,8,2.2,10.79884715,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,310.6663958
657,Dell,Notebook,16,2.2,11.00994896,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,310.6663958
658,Lenovo,Gaming,8,3.31,11.06229896,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,467.4117137
659,Dell,Gaming,32,4.42,12.02988349,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,Windows,1125.647363
660,Dell,Notebook,8,1.56,11.08951714,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,245.466799
661,Lenovo,Notebook,4,2.2,10.01343195,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,221.0002737
662,Lenovo,Notebook,4,2.2,10.25782777,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,310.6663958
663,HP,Notebook,6,2.04,10.2652766,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,288.0724761
664,MSI,Gaming,8,2.7,11.27992229,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,343.8063213
665,Toshiba,Notebook,4,2.1,10.1861611,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,210.9548067
666,Dell,Notebook,8,2.06,10.83727237,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,290.896716
667,HP,Notebook,8,2.1,10.58894524,0,0,141.2119981,Intel Core i7,1000,0,AMD,Windows,296.545196
668,Toshiba,Notebook,8,2,11.11283946,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,282.4239962
669,Acer,Notebook,4,2.1,9.996584376,0,0,100.4546699,Intel Core i3,0,128,Intel,Others,210.9548067
670,Microsoft,Ultrabook,8,1.252,11.50810434,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows,251.454885
671,Lenovo,Notebook,8,1.9,10.68236224,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,268.3027964
672,Lenovo,2 in 1 Convertible,8,1.3,10.91675108,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,215.3217535
673,Lenovo,Notebook,4,2.2,9.830632948,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,221.0002737
674,HP,2 in 1 Convertible,4,1.63,10.52521177,1,1,157.3505121,Intel Core i3,0,128,Nvidia,Windows,256.4813348
675,MSI,Gaming,16,2.4,11.1410545,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,338.9087954
676,Asus,Ultrabook,8,1.1,11.00994896,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,173.0855634
677,HP,2 in 1 Convertible,8,1.4,10.18011879,1,0,135.0942112,Other Intel Processor,0,0,Intel,Others,189.1318957
678,LG,Ultrabook,8,1.09,11.71579055,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,153.9210779
679,Acer,Gaming,16,2.5,11.14491104,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,353.0299952
680,MSI,Gaming,8,2.2,10.8812141,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,310.6663958
681,Asus,Notebook,4,1.86,10.01343195,0,0,100.4546699,Other Intel Processor,0,128,Intel,Windows,186.8456859
682,Dell,Gaming,16,3.21,11.60164378,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,453.2905138
683,HP,Notebook,4,2.5,10.52521177,0,1,127.3356746,Intel Core i3,0,256,AMD,Windows,318.3391864
